CUSTOMER_NUMBER,COMPANY_NAME,PRIMARY_INDUSTRY,REVENUES (IN MILLIONS DOLLAR),CATEGORY,Account_number
959123405,Synaptics Inc,Computers & Other Electronic Products,11397,CAT-D,38685980
959123406,Newfield Exploration Co,Petroleum & Coal Products,42560,CAT-A,38685981
959123407,Baker Hughes Inc,Machinery,24179,CAT-C,38685982
959123408,Deckers Outdoor Corp,Apparel,26535,CAT-C,38685983
959123409,Ashland Global Holdings Inc,Chemicals,5227,CAT-E,38685984
959123410,Trinity Industries Inc,"Railcars, Ships, & Other Trans Equip",34189,CAT-B,38685985
959123411,AdvanSix Inc,Plastics,28107,CAT-C,38685986
959123412,M Co,Chemicals,44001,CAT-A,38685987
959123413,AGCO Corp,Machinery,16790,CAT-D,38685988
959123414,Finisar Corp,Computers & Other Electronic Products,29068,CAT-C,38685989
959123415,Air Products & Chemicals Inc,Chemicals,22657,CAT-C,38685990
959123416,Targa Resources Corp,Petroleum & Coal Products,1446,CAT-F,38685991
959123417,Hill-Rom Holdings Inc,Medical Instruments & Equipment,710,CAT-G,38685992
959123418,Dr Pepper Snapple Group Inc,Beverages,14216,CAT-D,38685993
959123419,Valero Energy Corp,Petroleum & Coal Products,14801,CAT-D,38685994
959123420,M Co,Chemicals,44001,CAT-A,38685995
959123421,United States Steel Corp,Fabricated Metal Products,34828,CAT-B,38685996
959123422,RPM International Inc,Chemicals,35459,CAT-B,38685997
959123423,Varian Medical Systems Inc,Machinery,20359,CAT-C,38685998
959123424,Gannett Co Inc,Publishing & Printing,44360,CAT-A,38685999
959123425,Apple Inc,Computers & Other Electronic Products,9495,CAT-E,38686000
959123426,VF Corp,Apparel,26991,CAT-C,38686001
959123427,Graco Inc,Machinery,33119,CAT-B,38686002
959123428,Varian Medical Systems Inc,Machinery,20359,CAT-C,38686003
959123429,Kimberly-Clark Corp,Paper,3945,CAT-F,38686004
959123430,Noble Energy Inc,Petroleum & Coal Products,916,CAT-G,38686005
959123431,California Resources Corp,Petroleum & Coal Products,16826,CAT-D,38686006
959123432,Lam Research Corp,Computers & Other Electronic Products,44474,CAT-A,38686007
959123433,Darling Ingredients Inc,Food,49335,CAT-A,38686008
959123434,Microsoft Corp,Computers & Other Electronic Products,31292,CAT-B,38686009
959123435,Vishay Intertechnology Inc,Computers & Other Electronic Products,21911,CAT-C,38686010
959123436,KLA-Tencor Corp,Computers & Other Electronic Products,47518,CAT-A,38686011
959123437,L Technologies Inc,Communications Equipment,31346,CAT-B,38686012
959123438,Modine Manufacturing Co,Motor Vehicle Parts,21605,CAT-C,38686013
959123439,International Paper Co,Paper,49413,CAT-A,38686014
959123440,Eastman Kodak Co,Chemicals,2892,CAT-F,38686015
959123441,Nike Inc,Apparel,23768,CAT-C,38686016
959123442,Constellation Brands Inc,Beverages,42807,CAT-A,38686017
959123443,Metaldyne Performance Group Inc,Motor Vehicle Parts,34211,CAT-B,38686018
959123444,Curtiss-Wright Corp,Machinery,2793,CAT-F,38686019
959123445,Campbell Soup Co,Food,44104,CAT-A,38686020
959123446,Cooper Companies Inc,Medical Instruments & Equipment,4809,CAT-F,38686021
959123447,Stanley Black & Decker Inc,Fabricated Metal Products,48933,CAT-A,38686022
959123448,Dana Inc,Motor Vehicle Parts,49690,CAT-A,38686023
959123449,NU Skin Enterprises Inc,Pharmaceuticals,29458,CAT-C,38686024
959123450,Clorox Co,Chemicals,4088,CAT-F,38686025
959123451,Briggs & Stratton Corp,Machinery,11044,CAT-D,38686026
959123452,Thor Industries Inc,Motor Vehicles,6130,CAT-E,38686027
959123453,Vertex Pharmaceuticals Inc,Pharmaceuticals,11449,CAT-D,38686028
959123454,Rockwell Automation Inc,Electrical Equipment & Appliances,21418,CAT-C,38686029
959123455,West Pharmaceutical Services Inc,Rubber Products,9842,CAT-E,38686030
959123456,Terex Corp,Machinery,28441,CAT-C,38686031
959123457,Procter & Gamble Co,Chemicals,7077,CAT-E,38686032
959123458,Dana Inc,Motor Vehicle Parts,49690,CAT-A,38686033
959123459,AdvanSix Inc,Plastics,28107,CAT-C,38686034
959123460,Curtiss-Wright Corp,Machinery,2793,CAT-F,38686035
959123461,Graco Inc,Machinery,33119,CAT-B,38686036
959123462,Scotts Miracle-Gro Co,Chemicals,27185,CAT-C,38686037
959123463,Donaldson Co Inc,Machinery,7325,CAT-E,38686038
959123464,Coach Inc,Apparel,38692,CAT-B,38686039
959123465,Newell Rubbermaid Inc,Miscellaneous,30228,CAT-B,38686040
959123466,Analog Devices Inc,Computers & Other Electronic Products,30622,CAT-B,38686041
959123467,"U S Concrete, Inc","Stone, Clay, Glass & Concrete Products",19811,CAT-D,38686042
959123468,Teleflex Inc,Miscellaneous,31858,CAT-B,38686043
959123469,Domtar Corp,Paper,24887,CAT-C,38686044
959123470,PerkinElmer Inc,Medical Instruments & Equipment,47676,CAT-A,38686045
959123471,Johnson & Johnson,Pharmaceuticals,19328,CAT-D,38686046
959123472,Stepan Co,Chemicals,25932,CAT-C,38686047
959123473,National Oilwell Varco Inc,Machinery,48345,CAT-A,38686048
959123474,Lam Research Corp,Computers & Other Electronic Products,44474,CAT-A,38686049
959123475,Concho Resources Inc,Petroleum & Coal Products,10973,CAT-D,38686050
959123476,EQT Corp,Petroleum & Coal Products,16499,CAT-D,38686051
959123477,Harsco Corp,Fabricated Metal Products,48799,CAT-A,38686052
959123478,CVR Refining LP,Petroleum & Coal Products,6861,CAT-E,38686053
959123479,Tronox Ltd,Chemicals,40897,CAT-A,38686054
959123480,WhiteWave Foods Co,Food,7609,CAT-E,38686055
959123481,Graphic Packaging Holding Co,Paper,33858,CAT-B,38686056
959123482,SPX Flow Inc,Machinery,11538,CAT-D,38686057
959123483,Tenneco Inc,Motor Vehicle Parts,40706,CAT-A,38686058
959123484,Par Pacific Holdings Inc,Petroleum & Coal Products,29885,CAT-C,38686059
959123485,Corning Inc,Communications Equipment,36771,CAT-B,38686060
959123486,Metaldyne Performance Group Inc,Motor Vehicle Parts,34211,CAT-B,38686061
959123487,West Pharmaceutical Services Inc,Rubber Products,9842,CAT-E,38686062
959123488,Cree Inc,Computers & Other Electronic Products,29207,CAT-C,38686063
959123489,CVR Energy Inc,Petroleum & Coal Products,49856,CAT-A,38686064
959123490,Pacific Ethanol Inc,Chemicals,34122,CAT-B,38686065
959123491,Crown Holdings Inc,Fabricated Metal Products,43375,CAT-A,38686066
959123492,Intuitive Surgical Inc,Medical Instruments & Equipment,46021,CAT-A,38686067
959123493,Deluxe Corp,Publishing & Printing,49134,CAT-A,38686068
959123494,Super Micro Computer Inc,Computers & Other Electronic Products,9416,CAT-E,38686069
959123495,Biogen Inc,Pharmaceuticals,42094,CAT-A,38686070
959123496,JELD-WEN Holding Inc,Furniture & Fixtures,34593,CAT-B,38686071
959123497,Dana Inc,Motor Vehicle Parts,49690,CAT-A,38686072
959123498,Park-Ohio Holdings Corp,Miscellaneous,32675,CAT-B,38686073
959123499,Nike Inc,Apparel,23768,CAT-C,38686074
959123500,Tegna Inc,Publishing & Printing,8134,CAT-E,38686075
959123501,Wesco International Inc,Electrical Equipment & Appliances,26706,CAT-C,38686076
959123502,Acushnet Holdings Corp,Miscellaneous,26428,CAT-C,38686077
959123503,Spirit AeroSystems Holdings Inc,Aerospace & Defense,18093,CAT-D,38686078
959123504,Sanmina Corp,Computers & Other Electronic Products,11005,CAT-D,38686079
959123505,Masco Corp,Furniture & Fixtures,47464,CAT-A,38686080
959123506,Louisiana-Pacific Corp,Wood Products,11458,CAT-D,38686081
959123507,Snyder's-Lance Inc,Food,9336,CAT-E,38686082
959123508,DENTSPLY SIRONA Inc,Medical Instruments & Equipment,2189,CAT-F,38686083
959123509,Pacific Ethanol Inc,Chemicals,34122,CAT-B,38686084
959123510,"Cirrus Logic, Inc",Computers & Other Electronic Products,1545,CAT-F,38686085
959123511,Snap-On Inc,Instruments,1036,CAT-F,38686086
959123512,IDEXX Laboratories Inc,Chemicals,7473,CAT-E,38686087
959123513,Pacific Ethanol Inc,Chemicals,34122,CAT-B,38686088
959123514,Moog Inc,Machinery,9117,CAT-E,38686089
959123515,Raytheon Co,Aerospace & Defense,21457,CAT-C,38686090
959123516,Axalta Coating Systems Ltd,Miscellaneous,40098,CAT-A,38686091
959123517,Plexus Corp,Computers & Other Electronic Products,5710,CAT-E,38686092
959123518,Dr Pepper Snapple Group Inc,Beverages,14216,CAT-D,38686093
959123519,Intel Corp,Computers & Other Electronic Products,40870,CAT-A,38686094
959123520,Becton Dickinson & Co,Medical Instruments & Equipment,1927,CAT-F,38686095
959123521,Alexion Pharmaceuticals Inc,Pharmaceuticals,22502,CAT-C,38686096
959123522,Vector Group Ltd,Tobacco,26301,CAT-C,38686097
959123523,Masco Corp,Furniture & Fixtures,47464,CAT-A,38686098
959123524,Trimble Navigation Ltd,Computers & Other Electronic Products,11679,CAT-D,38686099
959123525,Hexcel Corp,Miscellaneous,19147,CAT-D,38686100
959123526,Triumph Group Inc,Aerospace & Defense,49528,CAT-A,38686101
959123527,Global Brass & Copper Holdings Inc,Fabricated Metal Products,24058,CAT-C,38686102
959123528,C R Bard Inc,Medical Instruments & Equipment,28485,CAT-C,38686103
959123529,Snap-On Inc,Instruments,1036,CAT-F,38686104
959123530,Kraton Performance Polymers Inc,Plastics,32296,CAT-B,38686105
959123531,Texas Instruments Inc,Computers & Other Electronic Products,46001,CAT-A,38686106
959123532,Hologic Inc,Instruments,37014,CAT-B,38686107
959123533,Edwards Lifesciences Corp,Pharmaceuticals,8022,CAT-E,38686108
959123534,Tyson Foods Inc,Food,1533,CAT-F,38686109
959123535,Andersons Inc,Chemicals,4080,CAT-F,38686110
959123536,RPM International Inc,Chemicals,35459,CAT-B,38686111
959123537,Deluxe Corp,Publishing & Printing,49134,CAT-A,38686112
959123538,Enterprise Products Partners LP,Petroleum & Coal Products,8470,CAT-E,38686113
959123539,Dana Inc,Motor Vehicle Parts,49690,CAT-A,38686114
959123540,VCA Inc,Medical Instruments & Equipment,28944,CAT-C,38686115
959123541,Pioneer Natural Resources Co,Petroleum & Coal Products,8691,CAT-E,38686116
959123542,Brown-Forman Corp,Beverages,12496,CAT-D,38686117
959123543,Cisco Systems Inc,Computers & Other Electronic Products,2960,CAT-F,38686118
959123544,Thor Industries Inc,Motor Vehicles,6130,CAT-E,38686119
959123545,Silgan Holdings Inc,Fabricated Metal Products,10943,CAT-D,38686120
959123546,Tower International Inc,Motor Vehicle Parts,42973,CAT-A,38686121
959123547,Babcock & Wilcox Enterprises Inc,Electrical Equipment & Appliances,34146,CAT-B,38686122
959123548,AdvanSix Inc,Plastics,28107,CAT-C,38686123
959123549,"Cirrus Logic, Inc",Computers & Other Electronic Products,1545,CAT-F,38686124
959123550,Domtar Corp,Paper,24887,CAT-C,38686125
959123551,Dow Chemical Co,Chemicals,14571,CAT-D,38686126
959123552,NetApp Inc,Computers & Other Electronic Products,12198,CAT-D,38686127
959123553,NCR Corp,Computers & Other Electronic Products,42272,CAT-A,38686128
959123554,Eastman Chemical Co,Chemicals,31210,CAT-B,38686129
959123555,PVH Corp,Apparel,20806,CAT-C,38686130
959123556,Analog Devices Inc,Computers & Other Electronic Products,30622,CAT-B,38686131
959123557,Tempur Sealy International Inc,Furniture & Fixtures,2562,CAT-F,38686132
959123558,Praxair Inc,Chemicals,21205,CAT-C,38686133
959123559,Western Gas Equity Partners LP,Petroleum & Coal Products,38975,CAT-B,38686134
959123560,Brunswick Corp,Miscellaneous,47337,CAT-A,38686135
959123561,Coty Inc,Chemicals,8127,CAT-E,38686136
959123562,Nucor Corp,Primary Metals,45663,CAT-A,38686137
959123563,Herman Miller Inc,Furniture & Fixtures,35816,CAT-B,38686138
959123564,Continental Resources Inc,Petroleum & Coal Products,33561,CAT-B,38686139
959123565,Lancaster Colony Corp,Food,14801,CAT-D,38686140
959123566,Super Micro Computer Inc,Computers & Other Electronic Products,9416,CAT-E,38686141
959123567,Continental Resources Inc,Petroleum & Coal Products,33561,CAT-B,38686142
959123568,Heico Corp,Aerospace & Defense,2176,CAT-F,38686143
959123569,Parker Hannifin Corp,Machinery,9286,CAT-E,38686144
959123570,NetApp Inc,Computers & Other Electronic Products,12198,CAT-D,38686145
959123571,Targa Resources Corp,Petroleum & Coal Products,1446,CAT-F,38686146
959123572,PerkinElmer Inc,Medical Instruments & Equipment,47676,CAT-A,38686147
959123573,PACCAR Inc,Motor Vehicles,17209,CAT-D,38686148
959123574,Finisar Corp,Computers & Other Electronic Products,29068,CAT-C,38686149
959123575,Honeywell International Inc,Miscellaneous,1902,CAT-F,38686150
959123576,Coca-Cola Co,Beverages,19652,CAT-D,38686151
959123577,American Axle & Mfg Holdings Inc,Motor Vehicle Parts,26440,CAT-C,38686152
959123578,Westlake Chemical Corp,Chemicals,28377,CAT-C,38686153
959123579,Flowers Foods Inc,Food,49227,CAT-A,38686154
959123580,Monsanto Co,Chemicals,14454,CAT-D,38686155
959123581,Tronox Ltd,Chemicals,40897,CAT-A,38686156
959123582,H B Fuller Co,Chemicals,28424,CAT-C,38686157
959123583,Pitney Bowes Inc,Computers & Other Electronic Products,12392,CAT-D,38686158
959123584,Albemarle Corp,Chemicals,33262,CAT-B,38686159
959123585,Spectra Energy Corp Inc,Petroleum & Coal Products,42464,CAT-A,38686160
959123586,PLY Gem Holdings Inc,Wood Products,3028,CAT-F,38686161
959123587,"SS&C Technologies Holdings, Inc",Publishing & Printing,1053,CAT-F,38686162
959123588,BE Aerospace Inc,Aerospace & Defense,30462,CAT-B,38686163
959123589,NCI Building Systems Inc,Fabricated Metal Products,5866,CAT-E,38686164
959123590,Williams Partners LP,Petroleum & Coal Products,42820,CAT-A,38686165
959123591,Silgan Holdings Inc,Fabricated Metal Products,10943,CAT-D,38686166
959123592,Alcoa Corp,Fabricated Metal Products,14337,CAT-D,38686167
959123593,Silgan Holdings Inc,Fabricated Metal Products,10943,CAT-D,38686168
959123594,Brocade Communications Systems Inc,Computers & Other Electronic Products,34032,CAT-B,38686169
959123595,Revlon Inc,Chemicals,29827,CAT-C,38686170
959123596,Advanced Drainage Systems Inc,Plastics,21678,CAT-C,38686171
959123597,Mattel Inc,Miscellaneous,38663,CAT-B,38686172
959123598,Sonoco Products Co,Paper,42626,CAT-A,38686173
959123599,Packaging Corp,of America Paper,26341,CAT-C,38686174
959123600,Domtar Corp,Paper,24887,CAT-C,38686175
959123601,Juniper Networks Inc,Computers & Other Electronic Products,18721,CAT-D,38686176
959123602,AptarGroup Inc,Plastics,31641,CAT-B,38686177
959123603,USG Corp,"Stone, Clay, Glass & Concrete Products",4887,CAT-F,38686178
959123604,Cabot Corp,Chemicals,9870,CAT-E,38686179
959123605,Acuity Brands Inc,Electrical Equipment & Appliances,42025,CAT-A,38686180
959123606,BE Aerospace Inc,Aerospace & Defense,30462,CAT-B,38686181
959123607,Boston Scientific Corp,Medical Instruments & Equipment,7468,CAT-E,38686182
959123608,Tenneco Inc,Motor Vehicle Parts,40706,CAT-A,38686183
959123609,General Cable Corp,Fabricated Metal Products,5481,CAT-E,38686184
959123610,KapStone,Paper & Packaging Corp Paper,4882,CAT-F,38686185
959123611,Boeing Co,Aerospace & Defense,12955,CAT-D,38686186
959123612,Cooper Tire & Rubber Co,Rubber Products,46779,CAT-A,38686187
959123613,Boeing Co,Aerospace & Defense,12955,CAT-D,38686188
959123614,Whiting Petroleum Corp,Petroleum & Coal Products,14090,CAT-D,38686189
959123615,Park-Ohio Holdings Corp,Miscellaneous,32675,CAT-B,38686190
959123616,Procter & Gamble Co,Chemicals,7077,CAT-E,38686191
959123617,Freeport-McMoRan Inc,Primary Metals,41287,CAT-A,38686192
959123618,Western Gas Equity Partners LP,Petroleum & Coal Products,38975,CAT-B,38686193
959123619,Century Aluminum Co,Fabricated Metal Products,2592,CAT-F,38686194
959123620,Ball Corp,Fabricated Metal Products,3416,CAT-F,38686195
959123621,Pinnacle Foods Inc,Food,10539,CAT-D,38686196
959123622,Minerals Technologies Inc,Chemicals,14187,CAT-D,38686197
959123623,Park-Ohio Holdings Corp,Miscellaneous,32675,CAT-B,38686198
959123624,Acco Brands Corp,Miscellaneous,31494,CAT-B,38686199
959123625,Lincoln Electric Holdings Inc,Machinery,34715,CAT-B,38686200
959123626,Steelcase Inc,Furniture & Fixtures,33919,CAT-B,38686201
959123627,TreeHouse Foods Inc,Food,33048,CAT-B,38686202
959123628,Praxair Inc,Chemicals,21205,CAT-C,38686203
959123629,Mead Johnson Nutrition Co,Beverages,33137,CAT-B,38686204
959123630,WestRock Co,Paper,5398,CAT-E,38686205
959123631,Meritor Inc,Motor Vehicle Parts,33456,CAT-B,38686206
959123632,Regeneron Pharmaceuticals Inc,Pharmaceuticals,20344,CAT-C,38686207
959123633,Synaptics Inc,Computers & Other Electronic Products,11397,CAT-D,38686208
959123634,Colfax Corp,Machinery,41504,CAT-A,38686209
959123635,"SS&C Technologies Holdings, Inc",Publishing & Printing,1053,CAT-F,38686210
959123636,Alcoa Corp,Fabricated Metal Products,14337,CAT-D,38686211
959123637,Motorola Solutions Inc,Communications Equipment,10954,CAT-D,38686212
959123638,Conagra Brands Inc,Food,8935,CAT-E,38686213
959123639,Polaris Industries Inc,"Railcars, Ships, & Other Trans Equip",48247,CAT-A,38686214
959123640,Antero Resources Corp,Petroleum & Coal Products,25807,CAT-C,38686215
959123641,Illumina Inc,Medical Instruments & Equipment,37475,CAT-B,38686216
959123642,McCormick & Co Inc,Food,9812,CAT-E,38686217
959123643,Green Plains Inc,Chemicals,5639,CAT-E,38686218
959123644,Analog Devices Inc,Computers & Other Electronic Products,30622,CAT-B,38686219
959123645,AptarGroup Inc,Plastics,31641,CAT-B,38686220
959123646,Honeywell International Inc,Miscellaneous,1902,CAT-F,38686221
959123647,Wolverine World Wide Inc,Apparel,44523,CAT-A,38686222
959123648,Goodyear Tire & Rubber Co,Rubber Products,35420,CAT-B,38686223
959123649,Albemarle Corp,Chemicals,33262,CAT-B,38686224
959123650,G-III Apparel Group Ltd,Apparel,24974,CAT-C,38686225
959123651,Dow Chemical Co,Chemicals,14571,CAT-D,38686226
959123652,Heico Corp,Aerospace & Defense,2176,CAT-F,38686227
959123653,Cooper Companies Inc,Medical Instruments & Equipment,4809,CAT-F,38686228
959123654,Chesapeake Energy Corp,Petroleum & Coal Products,35900,CAT-B,38686229
959123655,Meritor Inc,Motor Vehicle Parts,33456,CAT-B,38686230
959123656,REV Group Inc,Motor Vehicle Parts,47485,CAT-A,38686231
959123657,Brunswick Corp,Miscellaneous,47337,CAT-A,38686232
959123658,Domtar Corp,Paper,24887,CAT-C,38686233
959123659,Teleflex Inc,Miscellaneous,31858,CAT-B,38686234
959123660,Alexion Pharmaceuticals Inc,Pharmaceuticals,22502,CAT-C,38686235
959123661,Stryker Corp,Medical Instruments & Equipment,33648,CAT-B,38686236
959123662,Hasbro Inc,Miscellaneous,20844,CAT-C,38686237
959123663,Cintas Corp,Apparel,19116,CAT-D,38686238
959123664,Valspar Corp,Chemicals,16358,CAT-D,38686239
959123665,Phillips,Petroleum & Coal Products,11135,CAT-D,38686240
959123666,Exxon Mobil Corp,Petroleum & Coal Products,29135,CAT-C,38686241
959123667,W R Grace & Co,Chemicals,30884,CAT-B,38686242
959123668,Genesis Energy LP,Petroleum & Coal Products,47421,CAT-A,38686243
959123669,Microchip Technology Inc,Computers & Other Electronic Products,11559,CAT-D,38686244
